Topic,Count,Name,Representation,Representative_Docs
475,13,475_sword_owned_fantasy_know going,"['sword', 'owned', 'fantasy', 'know going', 'eh', 'battle', 'beloved', 'character', 'fighting', 'certain']","['You know, Leonard, the more I think about it, there are a number of mutually owned items in this apartment that you and I should go through. Uh, for example, who gets our beloved sword, Longclaw?', 'I don’t know. If we’re going to start a fantasy sword collection, and I’ve long thought we should, is this really the sword to start with?', 'I don’t know. If we’re going to start a fantasy sword collection, and I’ve long thought we should, is this really the sword to start with?']"
476,13,476_ill_sick_web_frozen,"['ill', 'sick', 'web', 'frozen', 'crazy', 'hospital', 'today', 'oh don', 'don think', 'people']","['Are you ill?', 'Are you ill?', 'Are you ill?']"
477,13,477_raj_excellent_suddenly_dollar,"['raj', 'excellent', 'suddenly', 'dollar', 'sitting', 'department', 'ring', 'building', 'howard', 'hand']","['Excellent, excellent. Tire each other out, the ring will be mine. Howard, why don’t you go after Raj’s mother?', 'Hmm, no. One slip of the hand, and suddenly I’m sitting in the Engineering Department, building doodads with Wolowitz.', 'Hmm, no. One slip of the hand, and suddenly I’m sitting in the Engineering Department, building doodads with Wolowitz.']"
478,13,478_point point_point_valid_original,"['point point', 'point', 'valid', 'original', 'makes', '', '', '', '', '']","['He makes a valid point.', 'A valid point, but unoriginal. B-minus.', 'A valid point, but unoriginal. B-minus.']"
479,13,479_guys_right__,"['guys', 'right', '', '', '', '', '', '', '', '']","['We are?', 'You guys are aroused, right?', 'You guys are aroused, right?']"
480,13,480_know really_prove_settle_popular,"['know really', 'prove', 'settle', 'popular', 'shake', 'willing', 'interested', 'eh', 'stick', 'seeing']","['But the truth is I can no longer balance a full-time career, a popular Internet show, and a girlfriend.', 'Amy, you should know I was never really interested in seeing other women. And to prove how serious I am about us, I’m willing to take our relationship to the next level.', 'Amy, you should know I was never really interested in seeing other women. And to prove how serious I am about us, I’m willing to take our relationship to the next level.']"
481,13,481_slow_late_expecting_expect,"['slow', 'late', 'expecting', 'expect', 'wasn', 'evening', 'going', 'hello', 'didn', '']","['Hurry. We’re going to be late.', 'Slow down. Slow down, please slow down.', 'Slow down. Slow down, please slow down.']"
482,13,482_king_story_ring_property,"['king', 'story', 'ring', 'property', 'phrase', 'ancient', 'pass', 'felt', 'wise', 'know ve']","['I have a feeling you’re still doing it. But I find that topic irresistible, so, now, in ancient Mesopotamia, the king referred to the people as his property.', 'Well, you know, I’ve always been a fan of a story told by Attar of Nishapur, about a king who assembled a group of wise men to create a ring that would make him happy when he was sad. And that ring was inscribed with the phrase, this too shall pass.', 'Well, you know, I’ve always been a fan of a story told by Attar of Nishapur, about a king who assembled a group of wise men to create a ring that would make him happy when he was sad. And that ring was inscribed with the phrase, this too shall pass.']"
483,13,483_correct_right right_right_,"['correct', 'right right', 'right', '', '', '', '', '', '', '']","['Correct.', 'Correct.', 'Correct.']"
484,13,484_technology_laptop_thoughtful_switch,"['technology', 'laptop', 'thoughtful', 'switch', 'awful', 'fast', 'brilliant', 'realized', 'appreciate', 'spend']","['Fine. I’m sorry. Thank you for the thoughtful gift. I really do appreciate it. As you know, I had become attached to my old laptop. But I’m sure, in time, that this one will… Jeepers creepers, that started up fast.', 'Oh, don’t thank me. Thank wireless technology. I realized, I can go to your aunt’s awful party and still spend the whole day gaming with my friends.', 'Oh, don’t thank me. Thank wireless technology. I realized, I can go to your aunt’s awful party and still spend the whole day gaming with my friends.']"
485,13,485_money_sell_necessary_blood,"['money', 'sell', 'necessary', 'blood', 'happened', 'tried', 'different', 'don need', 'today', 'used']","['Well is that really necessary. If you need money you can always sell blood. And semen.', 'I have money.', 'I have money.']"
486,13,486_oh clever_clever_genius_oh good,"['oh clever', 'clever', 'genius', 'oh good', 'good good', 'ooh', 'love', 'good', 'oh', '']","['That my genius…', 'Oh, that’s clever.', 'Oh, that’s clever.']"
487,13,487_wise_ve learned_ways_including,"['wise', 've learned', 'ways', 'including', 'intelligence', 'yeah ve', 'truly', 'learned', 'read', 'words']","['Those are very wise words.', 'I’d say wise beyond your years, but you’re getting up there.', 'I’d say wise beyond your years, but you’re getting up there.']"
488,13,488_complete___,"['complete', '', '', '', '', '', '', '', '', '']","['And…', 'And a complete sucker.', 'And a complete sucker.']"
489,13,489_convention_social_dictates_say hello,"['convention', 'social', 'dictates', 'say hello', 'local', 'requires', 'hair', 'accepted', 'weird', 'aware']","['Neither do I, but it’s the social convention.', 'I’m on vacation. Social convention dictates that I let my hair down at a local watering hole. Social convention is stupid.', 'I’m on vacation. Social convention dictates that I let my hair down at a local watering hole. Social convention is stupid.']"
490,12,490_looked_worried_normal_exact,"['looked', 'worried', 'normal', 'exact', 'explained', 'scale', 'dream', 'pain', 'giant', 'happening']","['Oh, no worries, I explained my predicament to our letter carrier. He was sympathetic. His exact words were, Got your back, Jack. Bitches be crazy.', 'I recently had a dream that I was a giant. But everything around me was to scale, so it all looked normal.', 'I recently had a dream that I was a giant. But everything around me was to scale, so it all looked normal.']"
491,12,491_jones_scene_story_confusion,"['jones', 'scene', 'story', 'confusion', 'lost', 'irrelevant', 'generation', 'watched', 'drop', 'seconds']","['Yeah, except for the fact that Indiana Jones is completely irrelevant to the story. With or without him, the Nazis find the ark, open it and die.', 'Story problem? You, oh, Amy, what a dewy-eyed moon-calf you are. Raiders of the Lost Ark is the love child of Steven Spielberg and George Lucas, two of the most gifted filmmakers of our generation. I’ve watched it 36 times, except for the snake scene and the face-melting scene, which I can only watch when it’s still light out, but, I defy you to find a story problem. Here’s my jaw, drop it.', 'Story problem? You, oh, Amy, what a dewy-eyed moon-calf you are. Raiders of the Lost Ark is the love child of Steven Spielberg and George Lucas, two of the most gifted filmmakers of our generation. I’ve watched it 36 times, except for the snake scene and the face-melting scene, which I can only watch when it’s still light out, but, I defy you to find a story problem. Here’s my jaw, drop it.']"
492,12,492_hire_costumes_humans_mark,"['hire', 'costumes', 'humans', 'mark', 'needed', 'agree', 'speaking', 'sad', 'second', 'date']","['Hulk agree to second date with puny humans!', 'You know, speaking of attorneys, if I ever needed a lawyer, I would not hire She-Hulk.', 'You know, speaking of attorneys, if I ever needed a lawyer, I would not hire She-Hulk.']"
493,12,493_defence_line_offence_throwing,"['defence', 'line', 'offence', 'throwing', 'football', 'running', 'passed', 'quick', 'throw', 'finally']","['I would throw a quick slant to a wideout, given that the defence is showing blitz.', 'The line of scrimmage is the imaginary transverse line separating the offence from the defence.', 'The line of scrimmage is the imaginary transverse line separating the offence from the defence.']"
494,12,494_feelings_amy amy_assure_makes feel,"['feelings', 'amy amy', 'assure', 'makes feel', 'surprising', 'writing', 'intellectual', 'feel better', 'amy', 'relationship']","[' Amy. Amy. Amy. I made a commitment in writing to comfort you in times like this. Additionally, you are my girlfriend, and I care about your well-being.', 'Penny, I assure you, I’m fine. My relationship with Amy was purely intellectual. There were no emotional bonds, the severing of which would cause me any discomfort. The relationship simply outlived its utility, and I’m continuing on with my life as before.', 'Penny, I assure you, I’m fine. My relationship with Amy was purely intellectual. There were no emotional bonds, the severing of which would cause me any discomfort. The relationship simply outlived its utility, and I’m continuing on with my life as before.']"
495,12,495_season_ended_till_hint,"['season', 'ended', 'till', 'hint', 'starts', 'heroes', 'll know', 'oh ll', 'quality', 'comic book']","['No, that’s the season two finale. That was quite the cliffhanger. I’m going to re-watch it before season three starts.', 'No. They can’t just cancel a show like Alphas. You know? They have to help the viewers let go. Firefly did a movie to wrap things up. Buffy the Vampire Slayer continued on as a comic book. Heroes gradually lowered the quality season by season till we were grateful it ended.', 'No. They can’t just cancel a show like Alphas. You know? They have to help the viewers let go. Firefly did a movie to wrap things up. Buffy the Vampire Slayer continued on as a comic book. Heroes gradually lowered the quality season by season till we were grateful it ended.']"
496,12,496_moving_raj_good friend_people just,"['moving', 'raj', 'good friend', 'people just', 'given understand', 'yesterday', 'lived', 'calm', 'changes', 'hall']","['Okay, thanks. Just throw it out. Speaking of occupants, I’m given to understand Raj will be moving into my old room.', 'Am I? Yesterday I had an Air Force project, a girlfriend who lived with me, and my good friend Raj right across the hall.', 'Am I? Yesterday I had an Air Force project, a girlfriend who lived with me, and my good friend Raj right across the hall.']"
497,12,497_letter_property_owned_surprisingly,"['letter', 'property', 'owned', 'surprisingly', 'california', 'based', 'closet', 'bernadette', 'intellectual', 'married']","['You know, surprisingly, uh, the letter from your father wasn’t the most interesting thing I read in the closet. Bernadette’s diary has some saucy passages.', 'Are you pointing out that California is a community property state, and since Howard and Bernadette are married, the intellectual property contained in that letter is jointly owned by the two spouses?', 'Are you pointing out that California is a community property state, and since Howard and Bernadette are married, the intellectual property contained in that letter is jointly owned by the two spouses?']"
